TortID,Plot,y.1987,y.1988,y.1989,y.1990,y.1991,y.1992,y.1993,y.1994,y.1995,y.1996,y.1997,y.1998,y.1999,y.2000,y.2001,y.2002,y.2003,y.2004,y.2005,y.2006,y.2007,y.2008,Sex,SexCoded,Mean.precip,PDSI.1,PDSI.2,PDSI.3,PDSI.4,PDSI.5,PDSI.6,PDSI.7,PDSI.8,PDSI.9,PDSI.10,PDSI.11,PDSI.12,PDSI.13,PDSI.14,PDSI.15,PDSI.16,PDSI.17,PDSI.18,PDSI.19,PDSI.20,PDSI.21,int.1,int.2,int.3,int.4,int.5,int.6,int.7,int.8,int.9,int.10,int.11,int.12,int.13,int.14,int.15,int.16,int.17,int.18,int.19,int.20,int.21,City,Rain.1,Rain.2,Rain.3,Rain.4,Rain.5,Rain.6,Rain.7,Rain.8,Rain.9,Rain.10,Rain.11,Rain.12,Rain.13,Rain.14,Rain.15,Rain.16,Rain.17,Rain.18,Rain.19,Rain.20,Rain.21
GH_206,GH,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,0,NA,F,1,-0.351098904,0.06,-0.51,-1.76,-0.22,2.57,5.07,4.34,1.33,-0.42,-2.41,-0.92,0.03,-1.49,-0.56,-0.92,-2.85,-2.79,-0.27,0.11,-2.07,-1.25,-0.02,0.18,0.62,0.08,-0.90,-1.78,-1.52,-0.47,0.15,0.85,0.32,-0.01,0.52,0.20,0.32,1.00,0.98,0.10,-0.04,0.73,0.44,-0.767059186,-0.66,-0.70,-0.64,1.29,2.01,1.78,0.71,0.72,0.39,-1.24,1.19,-0.82,-0.89,0.54,-1.18,-1.22,-0.80,0.92,-0.43,-0.27,-0.14
GH_217,GH,NA,NA,NA,0,0,0,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,M,0,-0.351098904,0.06,-0.51,-1.76,-0.22,2.57,5.07,4.34,1.33,-0.42,-2.41,-0.92,0.03,-1.49,-0.56,-0.92,-2.85,-2.79,-0.27,0.11,-2.07,-1.25,-0.02,0.18,0.62,0.08,-0.90,-1.78,-1.52,-0.47,0.15,0.85,0.32,-0.01,0.52,0.20,0.32,1.00,0.98,0.10,-0.04,0.73,0.44,-0.767059186,-0.66,-0.70,-0.64,1.29,2.01,1.78,0.71,0.72,0.39,-1.24,1.19,-0.82,-0.89,0.54,-1.18,-1.22,-0.80,0.92,-0.43,-0.27,-0.14
GH_218,GH,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,0,NA,F,1,-0.351098904,0.06,-0.51,-1.76,-0.22,2.57,5.07,4.34,1.33,-0.42,-2.41,-0.92,0.03,-1.49,-0.56,-0.92,-2.85,-2.79,-0.27,0.11,-2.07,-1.25,-0.02,0.18,0.62,0.08,-0.90,-1.78,-1.52,-0.47,0.15,0.85,0.32,-0.01,0.52,0.20,0.32,1.00,0.98,0.10,-0.04,0.73,0.44,-0.767059186,-0.66,-0.70,-0.64,1.29,2.01,1.78,0.71,0.72,0.39,-1.24,1.19,-0.82,-0.89,0.54,-1.18,-1.22,-0.80,0.92,-0.43,-0.27,-0.14
GH_219,GH,NA,NA,NA,0,1,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,F,1,-0.351098904,0.06,-0.51,-1.76,-0.22,2.57,5.07,4.34,1.33,-0.42,-2.41,-0.92,0.03,-1.49,-0.56,-0.92,-2.85,-2.79,-0.27,0.11,-2.07,-1.25,-0.02,0.18,0.62,0.08,-0.90,-1.78,-1.52,-0.47,0.15,0.85,0.32,-0.01,0.52,0.20,0.32,1.00,0.98,0.10,-0.04,0.73,0.44,-0.767059186,-0.66,-0.70,-0.64,1.29,2.01,1.78,0.71,0.72,0.39,-1.24,1.19,-0.82,-0.89,0.54,-1.18,-1.22,-0.80,0.92,-0.43,-0.27,-0.14
GH_220,GH,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,1,NA,F,1,-0.351098904,0.06,-0.51,-1.76,-0.22,2.57,5.07,4.34,1.33,-0.42,-2.41,-0.92,0.03,-1.49,-0.56,-0.92,-2.85,-2.79,-0.27,0.11,-2.07,-1.25,-0.02,0.18,0.62,0.08,-0.90,-1.78,-1.52,-0.47,0.15,0.85,0.32,-0.01,0.52,0.20,0.32,1.00,0.98,0.10,-0.04,0.73,0.44,-0.767059186,-0.66,-0.70,-0.64,1.29,2.01,1.78,0.71,0.72,0.39,-1.24,1.19,-0.82,-0.89,0.54,-1.18,-1.22,-0.80,0.92,-0.43,-0.27,-0.14
GH_224,GH,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,1,NA,F,1,-0.351098904,0.06,-0.51,-1.76,-0.22,2.57,5.07,4.34,1.33,-0.42,-2.41,-0.92,0.03,-1.49,-0.56,-0.92,-2.85,-2.79,-0.27,0.11,-2.07,-1.25,-0.02,0.18,0.62,0.08,-0.90,-1.78,-1.52,-0.47,0.15,0.85,0.32,-0.01,0.52,0.20,0.32,1.00,0.98,0.10,-0.04,0.73,0.44,-0.767059186,-0.66,-0.70,-0.64,1.29,2.01,1.78,0.71,0.72,0.39,-1.24,1.19,-0.82,-0.89,0.54,-1.18,-1.22,-0.80,0.92,-0.43,-0.27,-0.14
GH_225,GH,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,1,NA,F,1,-0.351098904,0.06,-0.51,-1.76,-0.22,2.57,5.07,4.34,1.33,-0.42,-2.41,-0.92,0.03,-1.49,-0.56,-0.92,-2.85,-2.79,-0.27,0.11,-2.07,-1.25,-0.02,0.18,0.62,0.08,-0.90,-1.78,-1.52,-0.47,0.15,0.85,0.32,-0.01,0.52,0.20,0.32,1.00,0.98,0.10,-0.04,0.73,0.44,-0.767059186,-0.66,-0.70,-0.64,1.29,2.01,1.78,0.71,0.72,0.39,-1.24,1.19,-0.82,-0.89,0.54,-1.18,-1.22,-0.80,0.92,-0.43,-0.27,-0.14
GH_227,GH,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,1,NA,M,0,-0.351098904,0.06,-0.51,-1.76,-0.22,2.57,5.07,4.34,1.33,-0.42,-2.41,-0.92,0.03,-1.49,-0.56,-0.92,-2.85,-2.79,-0.27,0.11,-2.07,-1.25,-0.02,0.18,0.62,0.08,-0.90,-1.78,-1.52,-0.47,0.15,0.85,0.32,-0.01,0.52,0.20,0.32,1.00,0.98,0.10,-0.04,0.73,0.44,-0.767059186,-0.66,-0.70,-0.64,1.29,2.01,1.78,0.71,0.72,0.39,-1.24,1.19,-0.82,-0.89,0.54,-1.18,-1.22,-0.80,0.92,-0.43,-0.27,-0.14
GH_229,GH,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,0,NA,F,1,-0.351098904,0.06,-0.51,-1.76,-0.22,2.57,5.07,4.34,1.33,-0.42,-2.41,-0.92,0.03,-1.49,-0.56,-0.92,-2.85,-2.79,-0.27,0.11,-2.07,-1.25,-0.02,0.18,0.62,0.08,-0.90,-1.78,-1.52,-0.47,0.15,0.85,0.32,-0.01,0.52,0.20,0.32,1.00,0.98,0.10,-0.04,0.73,0.44,-0.767059186,-0.66,-0.70,-0.64,1.29,2.01,1.78,0.71,0.72,0.39,-1.24,1.19,-0.82,-0.89,0.54,-1.18,-1.22,-0.80,0.92,-0.43,-0.27,-0.14
GH_234,GH,NA,NA,NA,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,0,NA,F,1,-0.351098904,0.06,-0.51,-1.76,-0.22,2.57,5.07,4.34,1.33,-0.42,-2.41,-0.92,0.03,-1.49,-0.56,-0.92,-2.85,-2.79,-0.27,0.11,-2.07,-1.25,-0.02,0.18,0.62,0.08,-0.90,-1.78,-1.52,-0.47,0.15,0.85,0.32,-0.01,0.52,0.20,0.32,1.00,0.98,0.10,-0.04,0.73,0.44,-0.767059186,-0.66,-0.70,-0.64,1.29,2.01,1.78,0.71,0.72,0.39,-1.24,1.19,-0.82,-0.89,0.54,-1.18,-1.22,-0.80,0.92,-0.43,-0.27,-0.14
GH_236,GH,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,0,NA,F,1,-0.351098904,0.06,-0.51,-1.76,-0.22,2.57,5.07,4.34,1.33,-0.42,-2.41,-0.92,0.03,-1.49,-0.56,-0.92,-2.85,-2.79,-0.27,0.11,-2.07,-1.25,-0.02,0.18,0.62,0.08,-0.90,-1.78,-1.52,-0.47,0.15,0.85,0.32,-0.01,0.52,0.20,0.32,1.00,0.98,0.10,-0.04,0.73,0.44,-0.767059186,-0.66,-0.70,-0.64,1.29,2.01,1.78,0.71,0.72,0.39,-1.24,1.19,-0.82,-0.89,0.54,-1.18,-1.22,-0.80,0.92,-0.43,-0.27,-0.14
GH_241,GH,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,0,NA,M,0,-0.351098904,0.06,-0.51,-1.76,-0.22,2.57,5.07,4.34,1.33,-0.42,-2.41,-0.92,0.03,-1.49,-0.56,-0.92,-2.85,-2.79,-0.27,0.11,-2.07,-1.25,-0.02,0.18,0.62,0.08,-0.90,-1.78,-1.52,-0.47,0.15,0.85,0.32,-0.01,0.52,0.20,0.32,1.00,0.98,0.10,-0.04,0.73,0.44,-0.767059186,-0.66,-0.70,-0.64,1.29,2.01,1.78,0.71,0.72,0.39,-1.24,1.19,-0.82,-0.89,0.54,-1.18,-1.22,-0.80,0.92,-0.43,-0.27,-0.14
GH_242,GH,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,0,NA,F,1,-0.351098904,0.06,-0.51,-1.76,-0.22,2.57,5.07,4.34,1.33,-0.42,-2.41,-0.92,0.03,-1.49,-0.56,-0.92,-2.85,-2.79,-0.27,0.11,-2.07,-1.25,-0.02,0.18,0.62,0.08,-0.90,-1.78,-1.52,-0.47,0.15,0.85,0.32,-0.01,0.52,0.20,0.32,1.00,0.98,0.10,-0.04,0.73,0.44,-0.767059186,-0.66,-0.70,-0.64,1.29,2.01,1.78,0.71,0.72,0.39,-1.24,1.19,-0.82,-0.89,0.54,-1.18,-1.22,-0.80,0.92,-0.43,-0.27,-0.14
GH_243,GH,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,1,NA,M,0,-0.351098904,0.06,-0.51,-1.76,-0.22,2.57,5.07,4.34,1.33,-0.42,-2.41,-0.92,0.03,-1.49,-0.56,-0.92,-2.85,-2.79,-0.27,0.11,-2.07,-1.25,-0.02,0.18,0.62,0.08,-0.90,-1.78,-1.52,-0.47,0.15,0.85,0.32,-0.01,0.52,0.20,0.32,1.00,0.98,0.10,-0.04,0.73,0.44,-0.767059186,-0.66,-0.70,-0.64,1.29,2.01,1.78,0.71,0.72,0.39,-1.24,1.19,-0.82,-0.89,0.54,-1.18,-1.22,-0.80,0.92,-0.43,-0.27,-0.14
GH_244,GH,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,1,NA,F,1,-0.351098904,0.06,-0.51,-1.76,-0.22,2.57,5.07,4.34,1.33,-0.42,-2.41,-0.92,0.03,-1.49,-0.56,-0.92,-2.85,-2.79,-0.27,0.11,-2.07,-1.25,-0.02,0.18,0.62,0.08,-0.90,-1.78,-1.52,-0.47,0.15,0.85,0.32,-0.01,0.52,0.20,0.32,1.00,0.98,0.10,-0.04,0.73,0.44,-0.767059186,-0.66,-0.70,-0.64,1.29,2.01,1.78,0.71,0.72,0.39,-1.24,1.19,-0.82,-0.89,0.54,-1.18,-1.22,-0.80,0.92,-0.43,-0.27,-0.14
GH_245,GH,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,1,NA,M,0,-0.351098904,0.06,-0.51,-1.76,-0.22,2.57,5.07,4.34,1.33,-0.42,-2.41,-0.92,0.03,-1.49,-0.56,-0.92,-2.85,-2.79,-0.27,0.11,-2.07,-1.25,-0.02,0.18,0.62,0.08,-0.90,-1.78,-1.52,-0.47,0.15,0.85,0.32,-0.01,0.52,0.20,0.32,1.00,0.98,0.10,-0.04,0.73,0.44,-0.767059186,-0.66,-0.70,-0.64,1.29,2.01,1.78,0.71,0.72,0.39,-1.24,1.19,-0.82,-0.89,0.54,-1.18,-1.22,-0.80,0.92,-0.43,-0.27,-0.14
GH_248,GH,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,0,NA,F,1,-0.351098904,0.06,-0.51,-1.76,-0.22,2.57,5.07,4.34,1.33,-0.42,-2.41,-0.92,0.03,-1.49,-0.56,-0.92,-2.85,-2.79,-0.27,0.11,-2.07,-1.25,-0.02,0.18,0.62,0.08,-0.90,-1.78,-1.52,-0.47,0.15,0.85,0.32,-0.01,0.52,0.20,0.32,1.00,0.98,0.10,-0.04,0.73,0.44,-0.767059186,-0.66,-0.70,-0.64,1.29,2.01,1.78,0.71,0.72,0.39,-1.24,1.19,-0.82,-0.89,0.54,-1.18,-1.22,-0.80,0.92,-0.43,-0.27,-0.14
GH_251,GH,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,1,NA,F,1,-0.351098904,0.06,-0.51,-1.76,-0.22,2.57,5.07,4.34,1.33,-0.42,-2.41,-0.92,0.03,-1.49,-0.56,-0.92,-2.85,-2.79,-0.27,0.11,-2.07,-1.25,-0.02,0.18,0.62,0.08,-0.90,-1.78,-1.52,-0.47,0.15,0.85,0.32,-0.01,0.52,0.20,0.32,1.00,0.98,0.10,-0.04,0.73,0.44,-0.767059186,-0.66,-0.70,-0.64,1.29,2.01,1.78,0.71,0.72,0.39,-1.24,1.19,-0.82,-0.89,0.54,-1.18,-1.22,-0.80,0.92,-0.43,-0.27,-0.14
GH_400,GH,NA,NA,NA,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,F,1,-0.351098904,0.06,-0.51,-1.76,-0.22,2.57,5.07,4.34,1.33,-0.42,-2.41,-0.92,0.03,-1.49,-0.56,-0.92,-2.85,-2.79,-0.27,0.11,-2.07,-1.25,-0.02,0.18,0.62,0.08,-0.90,-1.78,-1.52,-0.47,0.15,0.85,0.32,-0.01,0.52,0.20,0.32,1.00,0.98,0.10,-0.04,0.73,0.44,-0.767059186,-0.66,-0.70,-0.64,1.29,2.01,1.78,0.71,0.72,0.39,-1.24,1.19,-0.82,-0.89,0.54,-1.18,-1.22,-0.80,0.92,-0.43,-0.27,-0.14
GH_466,GH,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,1,NA,F,1,-0.351098904,0.06,-0.51,-1.76,-0.22,2.57,5.07,4.34,1.33,-0.42,-2.41,-0.92,0.03,-1.49,-0.56,-0.92,-2.85,-2.79,-0.27,0.11,-2.07,-1.25,-0.02,0.18,0.62,0.08,-0.90,-1.78,-1.52,-0.47,0.15,0.85,0.32,-0.01,0.52,0.20,0.32,1.00,0.98,0.10,-0.04,0.73,0.44,-0.767059186,-0.66,-0.70,-0.64,1.29,2.01,1.78,0.71,0.72,0.39,-1.24,1.19,-0.82,-0.89,0.54,-1.18,-1.22,-0.80,0.92,-0.43,-0.27,-0.14
GH_1001,GH,NA,NA,NA,1,1,0,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,F,1,-0.351098904,0.06,-0.51,-1.76,-0.22,2.57,5.07,4.34,1.33,-0.42,-2.41,-0.92,0.03,-1.49,-0.56,-0.92,-2.85,-2.79,-0.27,0.11,-2.07,-1.25,-0.02,0.18,0.62,0.08,-0.90,-1.78,-1.52,-0.47,0.15,0.85,0.32,-0.01,0.52,0.20,0.32,1.00,0.98,0.10,-0.04,0.73,0.44,-0.767059186,-0.66,-0.70,-0.64,1.29,2.01,1.78,0.71,0.72,0.39,-1.24,1.19,-0.82,-0.89,0.54,-1.18,-1.22,-0.80,0.92,-0.43,-0.27,-0.14
GH_1109,GH,NA,NA,NA,0,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,0,NA,M,0,-0.351098904,0.06,-0.51,-1.76,-0.22,2.57,5.07,4.34,1.33,-0.42,-2.41,-0.92,0.03,-1.49,-0.56,-0.92,-2.85,-2.79,-0.27,0.11,-2.07,-1.25,-0.02,0.18,0.62,0.08,-0.90,-1.78,-1.52,-0.47,0.15,0.85,0.32,-0.01,0.52,0.20,0.32,1.00,0.98,0.10,-0.04,0.73,0.44,-0.767059186,-0.66,-0.70,-0.64,1.29,2.01,1.78,0.71,0.72,0.39,-1.24,1.19,-0.82,-0.89,0.54,-1.18,-1.22,-0.80,0.92,-0.43,-0.27,-0.14
HARC_1,HARC,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,M,0,0.025078493,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.02,-0.01,-0.06,-0.04,0.03,0.08,0.04,-0.01,-0.03,-0.09,-0.04,0.01,-0.03,-0.05,-0.07,-0.11,-0.10,-0.01,0.00,-0.09,-0.10,0.522478309,0.18,0.28,0.58,-0.16,0.32,1.35,-0.62,0.02,-1.31,-1.67,1.96,0.19,-0.45,0.55,-1.61,-0.45,-0.04,2.41,-0.53,-0.06,-0.57
HARC_2,HARC,NA,1,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,M,0,0.025078493,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.02,-0.01,-0.06,-0.04,0.03,0.08,0.04,-0.01,-0.03,-0.09,-0.04,0.01,-0.03,-0.05,-0.07,-0.11,-0.10,-0.01,0.00,-0.09,-0.10,0.522478309,0.18,0.28,0.58,-0.16,0.32,1.35,-0.62,0.02,-1.31,-1.67,1.96,0.19,-0.45,0.55,-1.61,-0.45,-0.04,2.41,-0.53,-0.06,-0.57
HARC_3,HARC,NA,1,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,F,1,0.025078493,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.02,-0.01,-0.06,-0.04,0.03,0.08,0.04,-0.01,-0.03,-0.09,-0.04,0.01,-0.03,-0.05,-0.07,-0.11,-0.10,-0.01,0.00,-0.09,-0.10,0.522478309,0.18,0.28,0.58,-0.16,0.32,1.35,-0.62,0.02,-1.31,-1.67,1.96,0.19,-0.45,0.55,-1.61,-0.45,-0.04,2.41,-0.53,-0.06,-0.57
HARC_4,HARC,NA,1,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,M,0,0.025078493,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.02,-0.01,-0.06,-0.04,0.03,0.08,0.04,-0.01,-0.03,-0.09,-0.04,0.01,-0.03,-0.05,-0.07,-0.11,-0.10,-0.01,0.00,-0.09,-0.10,0.522478309,0.18,0.28,0.58,-0.16,0.32,1.35,-0.62,0.02,-1.31,-1.67,1.96,0.19,-0.45,0.55,-1.61,-0.45,-0.04,2.41,-0.53,-0.06,-0.57
HARC_5,HARC,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,M,0,0.025078493,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.02,-0.01,-0.06,-0.04,0.03,0.08,0.04,-0.01,-0.03,-0.09,-0.04,0.01,-0.03,-0.05,-0.07,-0.11,-0.10,-0.01,0.00,-0.09,-0.10,0.522478309,0.18,0.28,0.58,-0.16,0.32,1.35,-0.62,0.02,-1.31,-1.67,1.96,0.19,-0.45,0.55,-1.61,-0.45,-0.04,2.41,-0.53,-0.06,-0.57
HARC_6,HARC,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,M,0,0.025078493,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.02,-0.01,-0.06,-0.04,0.03,0.08,0.04,-0.01,-0.03,-0.09,-0.04,0.01,-0.03,-0.05,-0.07,-0.11,-0.10,-0.01,0.00,-0.09,-0.10,0.522478309,0.18,0.28,0.58,-0.16,0.32,1.35,-0.62,0.02,-1.31,-1.67,1.96,0.19,-0.45,0.55,-1.61,-0.45,-0.04,2.41,-0.53,-0.06,-0.57
HARC_7,HARC,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,M,0,0.025078493,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.02,-0.01,-0.06,-0.04,0.03,0.08,0.04,-0.01,-0.03,-0.09,-0.04,0.01,-0.03,-0.05,-0.07,-0.11,-0.10,-0.01,0.00,-0.09,-0.10,0.522478309,0.18,0.28,0.58,-0.16,0.32,1.35,-0.62,0.02,-1.31,-1.67,1.96,0.19,-0.45,0.55,-1.61,-0.45,-0.04,2.41,-0.53,-0.06,-0.57
HARC_8,HARC,NA,1,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,F,1,0.025078493,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.02,-0.01,-0.06,-0.04,0.03,0.08,0.04,-0.01,-0.03,-0.09,-0.04,0.01,-0.03,-0.05,-0.07,-0.11,-0.10,-0.01,0.00,-0.09,-0.10,0.522478309,0.18,0.28,0.58,-0.16,0.32,1.35,-0.62,0.02,-1.31,-1.67,1.96,0.19,-0.45,0.55,-1.61,-0.45,-0.04,2.41,-0.53,-0.06,-0.57
HARC_9,HARC,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,M,0,0.025078493,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.02,-0.01,-0.06,-0.04,0.03,0.08,0.04,-0.01,-0.03,-0.09,-0.04,0.01,-0.03,-0.05,-0.07,-0.11,-0.10,-0.01,0.00,-0.09,-0.10,0.522478309,0.18,0.28,0.58,-0.16,0.32,1.35,-0.62,0.02,-1.31,-1.67,1.96,0.19,-0.45,0.55,-1.61,-0.45,-0.04,2.41,-0.53,-0.06,-0.57
HARC_10,HARC,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,M,0,0.025078493,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.02,-0.01,-0.06,-0.04,0.03,0.08,0.04,-0.01,-0.03,-0.09,-0.04,0.01,-0.03,-0.05,-0.07,-0.11,-0.10,-0.01,0.00,-0.09,-0.10,0.522478309,0.18,0.28,0.58,-0.16,0.32,1.35,-0.62,0.02,-1.31,-1.67,1.96,0.19,-0.45,0.55,-1.61,-0.45,-0.04,2.41,-0.53,-0.06,-0.57
HARC_11,HARC,NA,1,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,M,0,0.025078493,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.02,-0.01,-0.06,-0.04,0.03,0.08,0.04,-0.01,-0.03,-0.09,-0.04,0.01,-0.03,-0.05,-0.07,-0.11,-0.10,-0.01,0.00,-0.09,-0.10,0.522478309,0.18,0.28,0.58,-0.16,0.32,1.35,-0.62,0.02,-1.31,-1.67,1.96,0.19,-0.45,0.55,-1.61,-0.45,-0.04,2.41,-0.53,-0.06,-0.57
HARC_12,HARC,NA,1,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,M,0,0.025078493,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.02,-0.01,-0.06,-0.04,0.03,0.08,0.04,-0.01,-0.03,-0.09,-0.04,0.01,-0.03,-0.05,-0.07,-0.11,-0.10,-0.01,0.00,-0.09,-0.10,0.522478309,0.18,0.28,0.58,-0.16,0.32,1.35,-0.62,0.02,-1.31,-1.67,1.96,0.19,-0.45,0.55,-1.61,-0.45,-0.04,2.41,-0.53,-0.06,-0.57
HARC_13,HARC,NA,1,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,F,1,0.025078493,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.02,-0.01,-0.06,-0.04,0.03,0.08,0.04,-0.01,-0.03,-0.09,-0.04,0.01,-0.03,-0.05,-0.07,-0.11,-0.10,-0.01,0.00,-0.09,-0.10,0.522478309,0.18,0.28,0.58,-0.16,0.32,1.35,-0.62,0.02,-1.31,-1.67,1.96,0.19,-0.45,0.55,-1.61,-0.45,-0.04,2.41,-0.53,-0.06,-0.57
HARC_14,HARC,NA,1,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,M,0,0.025078493,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.02,-0.01,-0.06,-0.04,0.03,0.08,0.04,-0.01,-0.03,-0.09,-0.04,0.01,-0.03,-0.05,-0.07,-0.11,-0.10,-0.01,0.00,-0.09,-0.10,0.522478309,0.18,0.28,0.58,-0.16,0.32,1.35,-0.62,0.02,-1.31,-1.67,1.96,0.19,-0.45,0.55,-1.61,-0.45,-0.04,2.41,-0.53,-0.06,-0.57
